Feature_gene_name,Feature_length,NoTreat_1,NoTreat_2,NoTreat_3,NoTreat_4,Treat_1,Treat_2,Treat_3,Treat_4
SUV39H1,3233,594,699,530,696,309,274,242,270
SRPX,1987,12761,12953,10807,12480,10591,9917,9780,10051
GLRA2,3705,0,1,0,0,0,0,0,0
XIAP,8996,2851,3466,2212,3014,3628,3757,3261,3582
STAG2,8199,6142,6698,4362,6284,6231,5876,5155,5650
ATP11C,7407,7448,7315,4263,6607,3997,4112,3594,3723
MCF2,5058,1,2,3,3,3,3,3,3
ABCD1,4238,882,860,711,842,1960,1657,1531,1511
CCDC22,2507,907,955,781,907,761,611,556,697
CACNA1F,6928,0,0,0,2,0,6,1,2
SYP,5144,33,33,27,30,54,35,30,20
PLP2,1303,4013,4109,3517,4256,1974,1759,1771,1922
BMX,2828,4669,4910,3767,4629,2092,1969,1780,1926
PLS3,4099,30004,30585,23929,30597,25572,23994,22256,24615
NAA10,4616,1551,1372,1291,1552,1078,769,746,771
RENBP,2047,13,24,14,12,36,36,19,36
ELF4,5237,2344,2466,1774,2283,2760,2433,2268,2449
SMARCA1,4363,4311,4711,3551,4346,4189,3884,3775,3823
MTMR8,2803,1,0,0,1,0,0,0,0
ASB9,2328,1564,1578,1300,1517,928,834,824,861
ZC3H12B,7829,3,3,1,1,5,0,4,4
RBBP7,7340,9385,9687,8339,9778,6505,5684,5402,5925
PPP1R2C,798,0,0,0,0,1,0,0,0
KCND1,6082,109,110,102,117,180,154,152,149
OPN1LW,1242,0,1,0,1,0,0,0,0
SLC25A14,3009,408,428,341,358,337,311,335,365
FMR1,8951,1912,2180,1477,1958,3520,3178,3008,3098
PIM2,2761,216,207,155,208,1474,1490,1198,1168
SCML2,4327,200,183,134,192,123,101,115,104
SLC35A2,3745,1027,1079,957,1155,1156,1045,1009,1027
PQBP1,2835,2032,1893,1727,1891,1605,1312,1347,1355
PCSK1N,1338,0,0,0,0,0,2,2,1
EMD,1995,2859,2748,2275,2861,1812,1667,1428,1607
TAZ,5977,1202,1189,1095,1231,1612,1085,934,1163
RAB40AL,1029,2,1,0,0,0,0,0,0
PGK1,5437,13293,13567,11446,13635,10086,9501,9072,9979
GATA1,1492,0,0,3,1,0,0,0,2
MAGT1,5479,6990,7010,5511,6860,5588,5655,5486,5742
SMS,2026,7612,7982,6931,8010,4919,4526,4395,4807
PHEX,10399,796,782,525,697,168,167,133,184
UBL4A,2575,2185,2208,1941,2191,1488,1244,1292,1397
CD99L2,5763,4933,5063,4039,4981,3055,2592,2601,2846
EEA1,10150,10227,11568,5905,10103,5314,5117,4658,5165
GPR50,2020,0,0,0,0,0,1,0,0
RP2,3700,3179,3121,2219,3164,3020,3095,2882,2971
JADE3,5149,1146,1166,778,1180,938,854,772,837
CDK16,6531,6631,6532,5750,6806,5167,4257,4028,4607
USP11,5093,2080,2090,1660,2054,3463,2827,2650,2790
PCYT1B,5666,2,4,1,2,6,1,0,1
HTATSF1,3055,4041,4267,3580,4042,3061,2902,2692,2726
TIMP1,1446,5291,5309,4915,5153,4373,4099,3796,3821
KLHL4,6158,3235,3313,2302,3145,772,725,730,826
GABRE,9612,6,7,4,11,6,2,1,0
PCDH11X,11799,0,0,0,1,0,0,0,0
FGD1,4343,613,623,474,673,328,304,255,284
PIN4,4357,1271,1269,1188,1236,1045,981,862,935
PORCN,5795,433,418,357,422,334,226,280,230
MAGED2,2943,7372,7377,6005,7221,7039,6453,5953,6590
RBM3,5827,11464,12436,10420,12363,11985,10379,9855,11381
KLF8,12729,4,9,5,9,2,6,4,0
SRPX2,7707,3809,3801,2892,3463,2472,2248,2033,2148
SYTL4,7428,1389,1335,1109,1458,1617,1343,1221,1317
ZDHHC15,6820,0,1,0,0,1,0,0,1
CENPI,6981,1299,1367,998,1355,603,566,510,610
DRP2,8192,1377,1611,1073,1527,2912,2478,2182,2337
TAF7L,2712,34,28,20,29,9,22,22,12
PBDC1,1207,1752,1881,1744,1761,1495,1500,1266,1451
GLA,6195,831,899,768,867,610,591,527,571
ARMCX3,4239,3842,4047,2940,3815,3833,3304,3152,3339
BEX4,1312,1849,1915,1734,1850,1985,1684,1579,1692
RUBCNL,15923,2,5,2,1,2,3,1,1
NALCN,19444,394,474,278,435,244,255,247,261
FGF14,14059,51,51,49,59,32,35,24,31
HTR2A,5628,0,0,0,0,0,2,0,0
NDFIP2,4994,1056,981,770,1025,716,757,688,719
TNFSF13B,3059,13,19,25,10,2678,2454,2126,1931
FNDC3A,7698,5016,5381,3165,4793,6011,5771,5431,5372
MLNR,1239,0,0,1,0,0,1,1,0
CDADC1,3863,449,436,415,428,397,408,314,334
CAB39L,4944,602,556,495,570,479,446,376,408
KLF5,3679,32,35,21,20,24,27,37,14
STK24,12077,3207,3268,2524,3245,3930,3628,3420,3513
ACP5,2919,5912,5763,5041,5365,35,37,41,50
DNAJC3,5590,7023,7083,4917,6607,8553,8674,7807,8195
UGGT2,8105,1224,1305,956,1208,1164,1080,1106,1147
ARHGEF7,11768,5923,6341,4381,6078,6037,5528,4943,5486
SGCG,1594,2,2,1,1,0,0,0,0
PARP4,6043,8870,9752,6440,9426,12159,11804,10489,11195
SUPT20H,10933,2569,2673,1951,2508,2375,2108,1907,2172
MRPS31,2148,737,672,646,699,690,609,679,585
SLC25A15,4186,700,857,675,781,293,305,265,356
KPNA3,4222,6895,7167,5129,6792,4903,4761,4589,5118
FLT1,12565,7177,7649,4876,6759,6239,6029,5681,5963
RGCC,1030,947,815,778,785,332,327,292,343
VWA8,7635,650,717,499,719,459,373,350,396
DGKH,19742,1258,1522,766,1183,1306,1361,1155,1274
KATNAL1,8172,1618,1735,1158,1612,1028,1098,953,1032
INTS6,25509,1745,1922,1326,1634,1700,1646,1503,1529
ACOD1,2159,0,0,0,0,177,185,137,116
DHRS12,3531,81,106,90,87,121,99,89,119
MEDAG,2294,1407,1314,1059,1336,491,506,465,463
TSC22D1,8586,6185,6604,5063,6137,3475,3280,3002,3261
CLN5,22814,330,327,242,313,359,354,242,323
MSLN,2588,0,1,0,1,0,0,0,0
MGRN1,10185,3305,3391,2603,3281,4315,3974,3545,3945
ZNF629,6083,1763,1869,1432,1785,1648,1483,1404,1487
TRADD,2173,774,756,770,775,2368,1651,1725,1687
HSF4,3913,64,53,39,48,57,30,29,42
CORO1A,4779,105,117,100,106,67,47,70,76
MAPK3,3669,5462,5316,4742,5194,4150,3636,3449,3843
GDPD3,1572,141,163,121,190,157,55,85,82
ELMO3,2575,169,164,142,158,220,118,127,140
PHKB,11822,4078,4031,3085,4065,2240,1960,1919,2075
LYRM1,3593,1729,1939,1594,1831,2198,1913,1899,1954
NUTF2,3704,7275,7081,6251,7112,4946,4709,4459,4899
NUP93,11123,2546,2570,2247,2497,2282,2002,1846,1985
CENPT,5660,1975,1800,1721,1977,2175,1295,1297,1441
TSNAXIP1,3852,61,56,58,72,107,69,56,40
NFAT5,16401,4465,6302,2318,4410,3203,2886,2502,2787
LONP2,9953,1934,2102,1485,1892,1994,1972,1771,1948
N4BP1,7810,1525,1475,1280,1523,5812,5567,5068,5314
ARL2BP,1994,428,443,341,472,375,321,317,381
PLLP,8705,506,404,376,474,533,494,456,555
ZNF423,8974,35,15,17,22,16,9,4,13
CCL22,2917,0,0,0,0,1,0,0,0
DHODH,6921,391,448,390,461,244,229,197,203
CCL17,621,0,1,0,0,10,7,5,13
CTCF,10106,3066,3085,2433,2891,2065,2081,1889,1979
ACD,3223,908,824,761,925,808,623,592,672
POLR2C,3666,2202,2088,1756,2123,1825,1690,1661,1779
PARD6A,1484,135,162,120,142,94,77,68,104
ZNF821,3402,140,154,151,145,71,91,63,72
MMP15,4231,519,545,446,537,221,193,227,245
USB1,8233,1917,1991,1618,2033,3546,3216,2815,2859
CYB5B,6807,12226,13057,10100,12021,8084,7730,7245,7646
CCDC113,5927,79,89,59,106,117,98,59,135
NME3,1242,1615,1625,1410,1596,1625,1363,1190,1484
NDRG4,9647,6268,6376,4946,6023,2799,2194,2172,2365
PSMD7,2701,3048,3188,2747,3150,3561,3075,3008,3103
SETD6,7739,391,405,320,398,366,235,245,244
SLC38A7,6657,1632,1684,1381,1751,2435,2033,1795,2093
VAC14,8275,2148,2265,1821,2216,2646,2362,2136,2506
HAS3,5200,59,56,41,48,36,33,29,32
TANGO6,6914,710,853,648,744,368,380,345,365
COG4,4781,3622,3616,3147,3700,3050,2514,2201,2733
SMPD3,6984,125,82,83,76,59,27,30,56
SLC7A6OS,5230,385,435,330,393,472,365,353,348
SLC7A6,7588,1458,1452,840,1386,1185,1060,998,1020
PLA2G15,4460,1630,1426,1225,1422,1242,1178,1183,1183
ESRP2,5189,1,6,2,1,12,16,8,6
FA2H,3279,0,0,0,4,0,0,0,0
WDR59,9402,1634,1572,1309,1569,1560,1441,1242,1422
MON1B,6935,4115,4092,3188,4038,3887,3252,3086,3321
CMC2,12564,716,742,612,658,470,438,463,453
AXIN1,7537,1681,1738,1531,1753,1867,1469,1566,1522
HCFC1R1,1428,1199,1230,1213,1312,504,479,484,478
NPRL3,6426,1871,1967,1580,2009,1513,1366,1145,1348
MLYCD,16792,475,520,421,507,516,461,370,461
MPG,1497,1451,1356,1386,1403,1473,1377,1328,1394
NECAB2,2908,2,2,1,3,11,3,11,2
HSDL1,4512,1734,1697,1306,1620,1289,1145,1091,1308
TAF1C,5577,2782,2562,2078,2682,3133,1866,1754,1836
NAGPA,5484,1344,1277,1111,1224,1131,947,913,989
WFDC1,8578,0,1,1,2,0,3,0,0
SEC14L5,6463,1,3,4,10,0,1,1,1
COTL1,6761,20347,20964,18149,20683,19375,18304,17537,19674
USP10,5075,4657,4939,4003,4988,4409,4079,3633,3811
CRISPLD2,7962,335,358,281,361,48,53,49,51
TSC2,19128,4629,4914,3672,4494,4267,3259,2923,3347
ZNF500,6463,511,524,464,508,486,367,396,400
NME4,3665,3733,3610,3291,3410,2360,1990,1959,2213
ABCC1,8736,5734,6335,4262,5695,6455,6429,5470,5568
NOMO3,12002,593,691,409,643,716,678,606,668
LMF1,8218,202,179,169,180,162,120,130,108
FOXF1,3520,646,748,605,695,2080,1854,1501,1613
CIAO3,8094,1097,1055,1067,1115,984,895,802,912
MTHFSD,6861,628,672,590,698,637,561,450,560
CLCN7,7623,3724,3617,2815,3658,5435,3923,3875,4051
HAGHL,5357,20,21,50,27,47,57,52,64
ANTKMT,1912,473,480,477,470,521,480,452,485
SLC7A5,4764,1579,1483,1254,1537,4499,4019,3407,3737
METRN,3689,765,769,694,779,650,541,485,593
FBXO31,6910,1557,1526,1253,1397,1414,1170,1165,1209
STUB1,2318,2231,2072,2001,2137,1803,1511,1426,1634
RHBDL1,1879,21,20,26,32,30,11,19,34
NUBP1,1955,658,597,490,668,554,477,462,431
UBE2I,12097,5760,5704,5129,5597,4826,4474,4151,4612
ZP2,3453,0,0,0,1,0,0,1,0
MEFV,4826,2,10,7,8,17,19,6,23
CRYM,3593,2,0,0,0,2,0,0,0
EEF2K,8030,3150,3451,2379,3066,1139,1100,982,1227
CAPN15,7992,4297,4301,3387,4167,3057,2384,2135,2449
PIEZO1,11292,14900,15475,11233,14489,25011,21694,19255,20588
GSPT1,8054,9950,10514,7688,9824,6994,6585,6263,6602
ZNF174,2890,440,502,403,434,277,264,253,302
CLUAP1,7746,666,728,589,644,614,586,554,569
UBFD1,8260,4206,4167,3090,4045,3948,3600,3194,3489
EARS2,6990,821,848,673,779,610,490,464,538
ELOB,1111,2657,2670,2665,2568,1960,1985,1748,1861
GGA2,8231,2643,2726,1989,2686,2207,1880,1757,1945
AQP8,1387,0,0,0,0,0,1,0,0
CPPED1,6354,5092,5158,4192,5134,6427,6071,5381,5932
USP31,12199,1416,1511,893,1324,879,918,796,863
HMOX2,3377,4337,4278,3939,4285,3048,3053,2907,2831
DNAJA3,7071,2325,2267,1962,2418,2073,1743,1692,1751
BFAR,4285,4305,4396,3608,4435,3551,3386,3183,3206
SALL1,5660,0,0,0,0,0,1,0,0
RBL2,8110,2923,3009,2177,3024,2038,2055,1798,1983
QPRT,3680,5,3,4,5,4,3,5,9
XYLT1,11083,4,1,2,1,0,6,0,2
PYCARD,1660,306,258,241,250,276,276,219,280
RPGRIP1L,14211,687,646,473,627,434,460,414,378
MAZ,3512,3252,3234,2733,3165,1521,1217,1244,1350
STX4,4055,2668,2618,2332,2646,3910,3087,2766,3127
CDIPT,3003,2899,2780,2468,2988,2652,2205,2144,2289
BCKDK,3873,2805,2918,2448,2794,2301,2069,1960,2095
KAT8,5726,1037,1043,951,1083,909,762,680,758
NOMO1,5776,6838,7017,5145,6629,6477,6632,5865,6237
IL21R,5455,3,5,5,5,30,19,27,30
SYT17,7545,19,26,18,12,0,0,2,0
TMC5,6206,7,18,1,7,2,2,2,0
CCP110,10142,2049,2254,1513,2029,1305,1207,1136,1176
VPS35L,9767,4095,4201,3179,4027,3490,3259,3086,3284
SLC6A2,8043,0,1,0,0,0,2,0,0
RNF40,6286,5666,5894,4774,5847,5525,4703,4404,4795
KNOP1,7758,1454,1428,1277,1510,1522,1406,1406,1508
AQP9,3235,3,4,5,8,3,8,6,7
AAGAB,4138,2519,2663,2221,2775,2487,2210,2129,2190
IQCH,7122,25,32,24,32,30,22,22,19
LACTB,3939,1722,1809,1372,1683,5059,4623,4329,4366
CORO2B,3975,1131,1264,931,1251,969,800,732,907
CSK,4546,3461,3172,2777,3205,3460,3225,2857,3292
HERC1,17059,6787,9161,4760,6518,3576,3826,3247,3627
TRIP4,3103,1237,1260,1059,1278,1573,1331,1236,1416
MTFMT,3432,555,549,466,524,466,372,390,364
RASL12,2681,0,0,0,2,0,0,1,0
AP3B2,14432,0,0,1,0,2,2,0,2
ACSBG1,8148,6,7,5,1,6,6,3,0
IGDCC4,7619,1,3,1,1,1,4,3,4
RAB11A,5680,14894,15434,12681,14731,11443,10522,9840,10126
CTSH,13757,88,126,82,110,1091,991,857,1098
TTC23,6148,1197,1237,974,1181,1118,1021,928,1089
CD276,5482,6226,6484,5096,6358,4951,4396,4249,4716
FAH,10161,748,741,672,678,519,409,370,451
CEMIP,7621,275,373,185,301,865,752,729,899
RPAP1,7046,1428,1418,1197,1421,1223,1093,952,976
HOMER2,14685,9,6,8,17,12,16,5,8
EHD4,7864,11405,11928,9053,11696,18177,16551,15651,16751
TMEM87A,5594,2162,2239,1622,2000,2063,2053,1773,1937
ZNF106,12226,4804,5856,3336,4778,4620,4924,4058,4555
CEP152,8165,520,566,411,522,468,381,328,376
ATP8B4,11062,0,5,0,2,2,2,0,1
DTWD1,14996,699,737,611,711,403,385,381,445
FAM189A1,5803,3,6,0,2,1,3,2,1
GABPB1,5680,2100,2156,1736,1895,1499,1360,1278,1467
TJP1,11315,8158,9304,5436,8374,6747,6587,5803,6141
BMF,5447,1120,1176,811,1172,2506,2154,2069,2219
DMXL2,13807,897,1154,571,958,824,802,615,724
SCG3,3171,1,5,1,1,1,4,2,7
DNAJC17,5628,738,787,669,746,518,466,474,500
EIF3J,3127,6928,7004,6108,6542,5090,4829,4458,4857
SPG11,16081,2101,2311,1452,2057,2247,2308,1888,2122
RHOV,1650,10,7,0,10,3,5,2,0
VPS18,4029,2911,2814,2267,2779,2837,2488,2388,2475
OIP5,1201,193,146,160,163,46,53,45,53
SLC30A4,8026,797,808,518,675,694,706,691,650
BLOC1S6,6773,3478,3658,2677,3507,3093,3044,2816,3150
MYEF2,13902,2286,2237,1549,2159,2298,1992,1922,2074
SGK3,5691,269,261,240,256,182,159,133,191
PDGFRL,2420,322,344,316,302,1145,1152,1034,954
CSPP1,31717,1110,1200,961,1063,921,742,763,841
ZDHHC2,6282,2345,2518,1900,2445,2877,2913,2539,2938
BRF2,2717,245,248,213,271,255,194,207,235
TRIM35,4223,1342,1390,1150,1319,1156,1111,1091,1141
ZFAND1,4214,1238,1255,1010,1193,698,631,574,596
RP1,15703,3,8,8,9,7,6,5,3
CA2,2007,240,212,232,240,890,798,765,772
FZD3,13786,1,1,2,3,0,1,0,1
INTS9,4905,787,775,678,866,640,554,499,550
RIPK2,3059,1007,977,777,978,12311,11756,10675,10731
EYA1,9322,0,0,0,0,0,2,0,0
NBN,6161,3412,3545,2480,3186,12937,12197,10849,11086
TRPA1,6345,0,4,0,2,0,0,0,0
CPQ,3442,400,433,353,354,435,365,343,387
DECR1,5048,2515,2523,2136,2430,3533,3255,3076,3168
CALB1,7138,1,7,0,5,3,3,2,1
BPNT2,7619,7042,7197,4964,6592,7321,7144,6464,7135
SFRP1,4733,82,100,80,117,43,42,27,26
LAPTM4B,3197,301,332,280,317,118,146,115,137
UBE2W,9091,1358,1367,1026,1363,1468,1394,1367,1536
POP1,4857,992,940,757,992,726,693,652,717
NIPAL2,5606,551,571,433,576,594,567,570,633
IKBKB,11048,3687,3801,2873,3719,3354,2875,2528,2794
PLAT,7770,49490,48128,39253,49059,26864,24593,22514,23363
JPH1,4590,0,0,1,0,0,0,0,1
STK3,12604,905,844,638,900,1071,1098,891,982
GDAP1,24256,153,176,128,158,216,226,195,196
RAB2A,5592,6088,6257,4972,5973,5514,5236,4981,5237
EIF3E,37761,15961,15704,13089,15278,7883,7870,7548,8491
EMC2,6059,1354,1507,1253,1427,2181,1963,1752,1946
CCN4,5190,3,2,3,4,29,38,35,26
NDRG1,12002,7943,8478,6720,8679,7834,6552,6429,6771
ZC2HC1A,4139,659,595,476,608,483,423,431,555
IL7,3392,5,14,8,7,220,169,153,157
ARMC1,3419,2542,2589,2010,2599,1744,1662,1591,1821
TRPS1,11046,73,105,51,109,77,90,109,62
SPAG1,5056,944,925,701,918,1401,1362,1188,1296
CHRAC1,3305,1380,1576,1229,1622,1185,1157,1029,1227
NCALD,8043,14,14,7,10,0,2,1,0
SNX16,4608,924,983,691,902,626,612,557,656
GML,945,0,0,0,0,0,0,1,0
UBR5,13742,4684,5357,2741,4361,3538,3586,2988,3416
GSDMD,5085,4090,3999,3766,3997,11023,7580,7200,7546
GFUS,3608,2678,2522,2217,2507,2168,1858,1821,2029
PYCR3,3947,620,681,564,685,527,459,424,443
EEF1D,9390,6124,6295,5376,5950,4333,3518,3399,3647
ANXA13,3801,0,0,0,1,0,0,0,0
SQLE,4305,5144,5329,4210,5565,10797,10127,9294,9853
SH2D4A,4072,169,167,118,156,63,43,60,61
INTS10,6618,1711,1698,1375,1598,1247,1054,1060,1104
ERI1,6382,1777,1887,1421,1838,1681,1611,1558,1644
SLC39A14,6908,4488,4466,3211,4365,11187,10955,9724,10234
MTMR9,8404,1443,1488,1054,1427,1181,1178,1070,1108
LEPROTL1,5411,1658,1775,1332,1751,953,945,833,984
DCTN6,1961,781,761,759,815,823,815,727,737
R3HCC1,2630,1539,1526,1351,1605,944,865,827,984
GSR,3602,2777,2873,2148,2769,2049,1784,1745,1928
TNFRSF10A,2927,2045,2058,1475,2039,3016,2884,2850,2706
UBXN8,4151,492,443,358,430,367,295,281,336
PPP2CB,4510,6288,6283,5100,6103,6722,6204,5803,5810
ERICH1,9711,1126,1183,1057,1157,1198,1170,1112,1095
NEFM,3635,2,0,3,2,7,3,1,4
TUSC3,5190,1,0,0,0,0,2,0,0
ARHGEF10,10842,59,91,52,73,68,54,52,61
KLHDC4,11177,1501,1402,1221,1429,1386,1138,1009,1199
MCM4,6973,5840,5920,4660,6024,2344,2256,1955,2021
KCTD9,4383,2252,2312,1761,2214,2764,2599,2450,2612
ASAH1,15378,790,793,551,774,800,812,774,755
BNIP3L,4149,4883,5151,4024,5002,3319,3015,2936,3555
MAN2B1,5374,3540,3650,2945,3587,6938,6249,5422,6214
KCNN4,3404,81,77,82,70,9,16,20,11
TULP2,2249,8,18,12,7,13,11,17,2
NUCB1,3675,15780,15911,13799,15829,18121,16317,15272,16529
DHDH,1064,1,3,2,2,0,0,1,1
GYS1,4241,2387,2519,1973,2546,2873,2513,2340,2516
MAP4K1,3919,2,0,0,8,6,5,1,1
ECH1,2303,1268,1181,1049,1155,764,716,694,759
HNRNPL,6492,10788,10662,8539,10245,8411,7461,7045,7577
NFKBIB,2324,1247,1161,1027,1137,1770,1642,1613,1668
LHB,630,4,2,3,3,32,19,20,17
TUBB4A,3220,2,1,0,0,0,1,0,0
SARS2,3098,207,193,160,169,148,112,105,126
KCNA7,4151,0,1,1,0,2,0,1,0
SNRNP70,4684,13713,13203,11939,13551,17506,10936,10589,11917
CLPTM1,5095,6165,6159,5105,5954,5621,5510,4863,5242
RELB,3016,581,639,450,641,1016,910,818,949
CLASRP,4926,2031,1944,1814,1798,2517,1666,1553,1617
LIN7B,1753,41,73,36,48,66,38,33,54
PPP1R37,7701,2868,2743,2633,2958,2525,2117,1869,1977
FCGRT,4052,7898,7510,6645,7512,5855,4722,4431,4988
PIH1D1,3331,1917,1864,1628,1876,1750,1423,1373,1501
CKM,1556,7,3,3,2,4,6,2,2
ARHGEF18,7671,2593,2653,2149,2523,2687,2425,2273,2405
PPP1R13L,5028,1520,1483,1175,1386,1157,933,840,985
PEX11G,1482,96,81,79,86,173,143,126,177
ERCC2,6937,5143,4748,3995,4947,3070,2557,2461,2489
DOT1L,11488,2389,2444,1728,2276,2038,1756,1593,1650
PLEKHJ1,4655,1786,1638,1495,1720,1689,1213,1248,1288
SLC17A7,5989,0,4,3,4,5,1,3,5
RNASEH2A,2056,15,17,14,19,18,8,2,15
KLC3,3654,11,10,3,3,1,0,0,0
CD37,4161,118,107,60,104,46,47,32,54
SF3A2,2790,4106,4073,3625,3964,3684,3076,2884,3129
AMH,2587,35,29,32,43,40,24,14,22
DKKL1,1325,20,7,9,12,16,9,5,10
LYL1,3119,3902,3896,3626,3924,2154,1872,1743,1862
OAZ1,3436,20014,19621,17468,19639,20043,18082,17956,18621
TRMT1,3364,1990,1845,1774,1851,2481,1717,1683,1799
STX10,1796,1923,1900,1745,1861,1073,948,905,982
FCER2,2451,1,0,0,2,0,0,0,0
DMPK,8322,1612,1496,1264,1535,2314,1206,1178,1461
CLEC4M,3977,2,2,2,0,7,4,9,18
TBC1D17,4746,1606,1361,1192,1359,2439,1766,1606,1837
IL4I1,2495,184,233,184,179,9044,8086,7211,7407
TLE6,3555,191,171,144,178,94,68,54,68
CCDC130,3222,1193,1171,947,1118,2066,1337,1255,1586
PTOV1,5962,3912,3635,3165,3603,3872,2494,2478,2769
TLE5,5236,10692,10660,9491,10670,10872,9268,8841,9854
NOVA2,9182,3005,3321,2066,2777,1621,1644,1342,1635
SGTA,8248,4504,4452,3834,4398,3616,3277,2883,3153
LILRB1,5502,0,0,0,2,3,0,0,0
MED25,7683,2028,1974,1606,2043,3277,2753,2568,2797
LILRA1,3878,1,0,2,6,3,3,0,2
SNAPC2,1978,1100,1139,1019,1106,1175,1025,990,1038
C19orf53,1197,2325,2338,2381,2331,1807,1937,1694,1825
TIMM44,4635,1662,1654,1518,1719,1660,1520,1325,1430
CCDC61,2588,484,471,455,474,525,374,325,416
IL27RA,2950,222,205,207,229,350,274,296,311
ASF1B,1958,1573,1696,1475,1750,779,709,652,719
TNNT1,2119,18,15,17,18,6,7,9,4
VRK3,9795,1384,1444,1177,1431,1623,1466,1324,1561
FAM32A,1921,4535,4744,4161,4676,4225,3960,3579,3988
PPP6R1,6606,7624,7679,6357,7494,6096,5235,4953,5105
C19orf44,4338,235,272,201,226,181,166,172,189
MED26,5328,241,220,185,241,259,222,190,195
OLFM2,2463,8,9,4,7,14,13,10,8
RASAL3,4654,5,6,12,10,13,5,2,3
AKAP8,6299,1917,1925,1503,1852,1834,1459,1429,1542
EPHX3,2050,1,0,2,0,2,3,0,6
ILVBL,5616,1870,1910,1634,2040,1350,1135,1110,1166
ZNF419,8009,332,349,293,358,530,350,338,402
SYDE1,3964,1780,1649,1395,1699,2171,1740,1602,1847
SLC1A6,7647,0,0,0,1,0,0,0,0
AURKC,1948,13,7,6,11,20,18,16,19
POP4,4308,1649,1639,1374,1597,1316,1133,1096,1245
CCNE1,2461,273,276,262,336,176,145,160,173
URI1,5448,2247,2260,1928,2273,2035,1918,1742,1947
PDCD5,2132,2695,2898,2703,2599,3893,3387,3156,3303
ANKRD27,7849,1688,1802,1341,1663,1842,1608,1556,1657
RPS16,2674,16820,16816,15118,15526,8904,8850,8573,9124
TIMM50,7192,2144,2159,1902,2206,1475,1399,1289,1315
FBL,2138,7601,7400,6765,7297,3321,3069,2932,3146
DYRK1B,3192,1538,1462,1157,1463,1126,999,939,1092
CLC,631,0,0,0,1,0,0,2,0
CCNP,2046,1,3,1,2,0,1,0,3
GPI,10680,9163,9297,7880,9413,5512,5241,4857,5354
AKT2,15902,2356,2246,1882,2217,3232,2391,2180,2416
PLD3,5186,6489,6401,5570,6288,5975,5565,4801,5577
PRX,7402,339,347,291,304,207,218,152,185
PIAS4,3556,1652,1669,1462,1832,1776,1549,1411,1559
NUMBL,5823,1887,1779,1613,1950,1171,961,865,1138
EBI3,1256,10,6,3,4,4814,4326,3854,3816
YJU2,1668,798,763,730,755,967,867,792,849
SHD,2144,2,0,1,0,0,1,0,0
TBCB,3373,3088,3183,2920,3224,2694,2314,2223,2436
FSD1,3113,636,622,494,585,608,502,456,510
POLR2I,1137,169,160,128,160,99,107,91,95
OVOL3,747,2,9,2,0,4,1,1,3
CLIP3,3765,714,644,406,579,510,478,389,468
ZFR2,6088,4,1,4,5,7,2,4,2
SLC1A5,3332,4379,4231,3682,4373,4207,3818,3588,4023
PRKD2,5664,4323,4164,3414,4301,5344,4642,4280,4534
TJP3,3964,2,6,5,2,12,8,6,8
APLP1,3539,101,92,90,76,50,60,40,43
CACTIN,5948,1713,1685,1522,1637,1870,1562,1428,1444
CCDC9,3781,1150,1137,1028,1079,1705,1446,1127,1295
HNRNPUL1,6691,17878,18521,13988,17992,11732,10657,10019,11146
FZR1,6477,2917,2927,2490,2909,2938,2447,2447,2518
BBC3,3185,1891,1793,1411,1609,2896,2297,2105,2121
TGFB1,3264,11870,11516,9730,11269,12950,11827,11517,11812
DENND3,14693,2864,2863,2139,2673,5381,4140,3676,4214
DMAC2,4381,2553,2618,2141,2633,1970,1877,1589,1846
CEACAM4,1364,2,0,7,3,2,3,0,0
PLIN3,2739,4373,4310,3902,4344,4085,3613,3419,3786
MYH14,10396,0,0,0,0,1,0,0,0
MRPL4,4080,1614,1546,1398,1575,1245,1138,1066,1220
CD79A,1344,1,4,9,4,6,6,1,2
RPS19,3461,25432,25445,24648,24479,15960,16491,15823,16894
NOP53,5317,10403,10265,9449,9821,6100,5426,5238,5838
NKG7,921,1,1,1,0,6,0,0,0
ICAM5,3935,16,11,22,9,173,115,120,109
ETFB,6496,813,848,772,824,326,256,225,242
CD33,5975,4,1,1,1,1,2,1,0
CRX,5991,0,0,0,0,0,1,0,0
BABAM1,2581,858,883,805,864,750,587,673,560
TYK2,6669,5153,5126,4252,5139,5930,4414,4147,4733
SULT2A1,1904,1,0,0,0,1,3,0,0
CDC37,3042,16947,16640,15252,16765,17685,14675,13789,15158
NAPA,5690,2528,2500,2139,2549,6382,5461,5054,5268
RABAC1,1930,251,238,216,239,325,280,259,292
ATP1A3,5983,3,0,0,0,2,0,0,0
MEIS3,5126,1,3,0,1,8,1,2,5
PTPRS,8565,179,202,133,156,119,91,114,100
CNFN,613,3,0,2,6,4,2,4,9
MEGF8,11372,7995,8621,5948,7478,6408,6210,5476,5944
KDELR1,2244,6654,6706,5575,6526,6342,6109,5677,6000
CYTH2,9333,4410,4249,3605,4129,4790,3291,3038,3698
GRWD1,5627,2910,2906,2529,2750,2276,2147,1847,1988
GRIN2D,5511,140,117,118,109,283,226,201,219
SYNGR4,1269,0,0,0,2,0,0,0,0
CLEC11A,1434,3453,3150,3067,3216,1111,873,810,916
ODAD1,5145,1,1,1,0,4,2,6,7
CARD8,13219,7737,8139,5695,7877,7235,5635,5424,5999
